date,fiscal_year,product_code,customer_code,sold_quantity
2020-09-01,2021,A0118150101,90013117,12
2020-09-01,2021,A0118150101,90013118,9
2020-09-01,2021,A0118150101,90013119,25
2020-09-01,2021,A0118150101,90013121,7
2020-09-01,2021,A0118150101,90013122,17
2020-09-01,2021,A0118150101,90013123,27
2020-09-01,2021,A0118150101,90014135,5
2020-09-01,2021,A0118150101,90014137,21
2020-09-01,2021,A0118150101,90014138,15
2020-09-01,2021,A0118150101,90014139,22
2020-09-01,2021,A0118150101,90014141,24
2020-09-01,2021,A0118150101,90015145,31
2020-09-01,2021,A0118150101,90015146,42
2020-09-01,2021,A0118150101,90015147,29
2020-09-01,2021,A0118150101,90015149,33
2020-09-01,2021,A0118150101,90015150,45
2020-09-01,2021,A0118150101,90016171,7
2020-09-01,2021,A0118150101,90016173,16
2020-09-01,2021,A0118150101,90016174,5
2020-09-01,2021,A0118150101,90016175,2
2020-09-01,2021,A0118150101,90017049,17
2020-09-01,2021,A0118150101,90017050,12
2020-09-01,2021,A0118150101,90017051,24
2020-09-01,2021,A0118150101,90017053,8
2020-09-01,2021,A0118150101,90017054,27
2020-09-01,2021,A0118150101,90017055,5
2020-09-01,2021,A0118150101,90017057,11
2020-09-01,2021,A0118150101,90017058,23
2020-09-01,2021,A0118150101,90017059,11
2020-09-01,2021,A0118150101,90018105,12
2020-09-01,2021,A0118150101,90018106,15
2020-09-01,2021,A0118150101,90018107,22
2020-09-01,2021,A0118150101,90018109,11
2020-09-01,2021,A0118150101,90018110,34
2020-09-01,2021,A0118150101,90018111,32
2020-09-01,2021,A0118150101,90018113,10
2020-09-01,2021,A0118150101,90018114,13
2020-09-01,2021,A0118150101,90019201,6
2020-09-01,2021,A0118150101,90019202,5
2020-09-01,2021,A0118150101,90019203,3
2020-09-01,2021,A0118150101,90020097,9
2020-09-01,2021,A0118150101,90020098,2
2020-09-01,2021,A0118150101,90020099,2
2020-09-01,2021,A0118150101,90020101,9
2020-09-01,2021,A0118150101,90020102,9
2020-09-01,2021,A0118150101,90020103,11
2020-09-01,2021,A0118150101,90021086,40
2020-09-01,2021,A0118150101,90021087,30
2020-09-01,2021,A0118150101,90021089,18
2020-09-01,2021,A0118150101,90021090,41
2020-09-01,2021,A0118150101,90021091,33
2020-09-01,2021,A0118150101,90021093,64
2020-09-01,2021,A0118150101,90021094,65
2020-09-01,2021,A0118150101,90021095,50
2020-09-01,2021,A0118150101,90022071,60
2020-09-01,2021,A0118150101,90022073,102
2020-09-01,2021,A0118150101,90022074,107
2020-09-01,2021,A0118150101,90022075,42
2020-09-01,2021,A0118150101,90022077,39
2020-09-01,2021,A0118150101,90022078,71
2020-09-01,2021,A0118150101,90022079,158
2020-09-01,2021,A0118150101,90022081,245
2020-09-01,2021,A0118150101,90022082,64
2020-09-01,2021,A0118150101,90022083,163
2020-09-01,2021,A0118150101,90023022,17
2020-09-01,2021,A0118150101,90023023,113
2020-09-01,2021,A0118150101,90023025,46
2020-09-01,2021,A0118150101,90023026,9
2020-09-01,2021,A0118150101,90023027,51
2020-09-01,2021,A0118150101,90023029,79
2020-09-01,2021,A0118150101,90023030,50
2020-09-01,2021,A0118150101,90024183,6
2020-09-01,2021,A0118150101,90025209,1
2020-09-01,2021,A0118150101,90026205,9
2020-09-01,2021,A0118150101,90027207,2
2020-09-01,2021,A0118150102,70002017,42
2020-09-01,2021,A0118150102,70002018,91
2020-09-01,2021,A0118150102,70003181,122
2020-09-01,2021,A0118150102,70003182,89
2020-09-01,2021,A0118150102,70004069,14
2020-09-01,2021,A0118150102,70004070,7
2020-09-01,2021,A0118150102,70005163,11
2020-09-01,2021,A0118150102,70006157,57
2020-09-01,2021,A0118150102,70006158,53
2020-09-01,2021,A0118150102,70007198,62
2020-09-01,2021,A0118150102,70007199,51
2020-09-01,2021,A0118150102,70008169,11
2020-09-01,2021,A0118150102,70008170,60
2020-09-01,2021,A0118150102,70009133,4
2020-09-01,2021,A0118150102,70009134,22
2020-09-01,2021,A0118150102,70010047,25
2020-09-01,2021,A0118150102,70011193,62
2020-09-01,2021,A0118150102,70011194,27
2020-09-01,2021,A0118150102,70012042,27
2020-09-01,2021,A0118150102,70012043,6
2020-09-01,2021,A0118150102,70013125,10
2020-09-01,2021,A0118150102,70013126,26
2020-09-01,2021,A0118150102,70014142,3
2020-09-01,2021,A0118150102,70014143,15
2020-09-01,2021,A0118150102,70015151,26
2020-09-01,2021,A0118150102,70016177,11
2020-09-01,2021,A0118150102,70016178,16
2020-09-01,2021,A0118150102,70018115,11
2020-09-01,2021,A0118150102,70022085,170
2020-09-01,2021,A0118150102,70023031,27
2020-09-01,2021,A0118150102,70026206,5
2020-09-01,2021,A0118150102,80001019,206
2020-09-01,2021,A0118150102,80006154,131
2020-09-01,2021,A0118150102,80006155,34
2020-09-01,2021,A0118150102,80007195,289
2020-09-01,2021,A0118150102,90001021,36
2020-09-01,2021,A0118150102,90002001,225
2020-09-01,2021,A0118150102,90002002,162
2020-09-01,2021,A0118150102,90002003,246
2020-09-01,2021,A0118150102,90002005,79
2020-09-01,2021,A0118150102,90002006,150
2020-09-01,2021,A0118150102,90002007,223
2020-09-01,2021,A0118150102,90002009,137
2020-09-01,2021,A0118150102,90002010,178
2020-09-01,2021,A0118150102,90002011,202
2020-09-01,2021,A0118150102,90002013,133
2020-09-01,2021,A0118150102,90002014,192
2020-09-01,2021,A0118150102,90002015,99
2020-09-01,2021,A0118150102,90003179,51
2020-09-01,2021,A0118150102,90004061,16
2020-09-01,2021,A0118150102,90004062,16
2020-09-01,2021,A0118150102,90004063,5
2020-09-01,2021,A0118150102,90004065,16
2020-09-01,2021,A0118150102,90004066,5
2020-09-01,2021,A0118150102,90004067,9
2020-09-01,2021,A0118150102,90005159,4
2020-09-01,2021,A0118150102,90005161,13
2020-09-01,2021,A0118150102,90005162,16
2020-09-01,2021,A0118150102,90006153,69
2020-09-01,2021,A0118150102,90007197,30
2020-09-01,2021,A0118150102,90008165,71
2020-09-01,2021,A0118150102,90008166,66
2020-09-01,2021,A0118150102,90008167,41
2020-09-01,2021,A0118150102,90009127,7
2020-09-01,2021,A0118150102,90009129,30
2020-09-01,2021,A0118150102,90009130,32
2020-09-01,2021,A0118150102,90009131,5
2020-09-01,2021,A0118150102,90010045,38
2020-09-01,2021,A0118150102,90010046,30
2020-09-01,2021,A0118150102,90011185,49
2020-09-01,2021,A0118150102,90011186,25
2020-09-01,2021,A0118150102,90011187,17
2020-09-01,2021,A0118150102,90011189,13
2020-09-01,2021,A0118150102,90011190,17
2020-09-01,2021,A0118150102,90011191,56
2020-09-01,2021,A0118150102,90012033,21
2020-09-01,2021,A0118150102,90012034,13
2020-09-01,2021,A0118150102,90012035,6
2020-09-01,2021,A0118150102,90012037,14
2020-09-01,2021,A0118150102,90012038,32
2020-09-01,2021,A0118150102,90012039,9
2020-09-01,2021,A0118150102,90012041,19
2020-09-01,2021,A0118150102,90013117,33
2020-09-01,2021,A0118150102,90013118,27
2020-09-01,2021,A0118150102,90013119,15
2020-09-01,2021,A0118150102,90013121,17
2020-09-01,2021,A0118150102,90013122,32
2020-09-01,2021,A0118150102,90013123,28
2020-09-01,2021,A0118150102,90014135,7
2020-09-01,2021,A0118150102,90014137,15
2020-09-01,2021,A0118150102,90014138,27
2020-09-01,2021,A0118150102,90014139,19
2020-09-01,2021,A0118150102,90014141,15
2020-09-01,2021,A0118150102,90015145,39
2020-09-01,2021,A0118150102,90015146,23
2020-09-01,2021,A0118150102,90015147,18
2020-09-01,2021,A0118150102,90015149,14
2020-09-01,2021,A0118150102,90015150,42
2020-09-01,2021,A0118150102,90016171,11
2020-09-01,2021,A0118150102,90016173,18
2020-09-01,2021,A0118150102,90016174,7
2020-09-01,2021,A0118150102,90016175,10
2020-09-01,2021,A0118150102,90017049,17
2020-09-01,2021,A0118150102,90017050,13
2020-09-01,2021,A0118150102,90017051,7
2020-09-01,2021,A0118150102,90017053,16
2020-09-01,2021,A0118150102,90017054,8
2020-09-01,2021,A0118150102,90017055,16
2020-09-01,2021,A0118150102,90017057,25
2020-09-01,2021,A0118150102,90017058,20
2020-09-01,2021,A0118150102,90017059,8
2020-09-01,2021,A0118150102,90018105,17
2020-09-01,2021,A0118150102,90018106,46
2020-09-01,2021,A0118150102,90018107,6
2020-09-01,2021,A0118150102,90018109,27
2020-09-01,2021,A0118150102,90018110,19
2020-09-01,2021,A0118150102,90018111,29
2020-09-01,2021,A0118150102,90018113,26
2020-09-01,2021,A0118150102,90018114,34
2020-09-01,2021,A0118150102,90019201,7
2020-09-01,2021,A0118150102,90019202,1
2020-09-01,2021,A0118150102,90019203,4
2020-09-01,2021,A0118150102,90020097,2
2020-09-01,2021,A0118150102,90020098,3
2020-09-01,2021,A0118150102,90020099,3
2020-09-01,2021,A0118150102,90020101,2
2020-09-01,2021,A0118150102,90020102,10
2020-09-01,2021,A0118150102,90020103,3
2020-09-01,2021,A0118150102,90021086,22
2020-09-01,2021,A0118150102,90021087,21
2020-09-01,2021,A0118150102,90021089,23
2020-09-01,2021,A0118150102,90021090,14
2020-09-01,2021,A0118150102,90021091,34
2020-09-01,2021,A0118150102,90021093,16
2020-09-01,2021,A0118150102,90021094,63
2020-09-01,2021,A0118150102,90021095,19
2020-09-01,2021,A0118150102,90022071,62
2020-09-01,2021,A0118150102,90022073,33
2020-09-01,2021,A0118150102,90022074,46
2020-09-01,2021,A0118150102,90022075,91
2020-09-01,2021,A0118150102,90022077,70
2020-09-01,2021,A0118150102,90022078,46
2020-09-01,2021,A0118150102,90022079,75
2020-09-01,2021,A0118150102,90022081,114
2020-09-01,2021,A0118150102,90022082,150
2020-09-01,2021,A0118150102,90022083,74
2020-09-01,2021,A0118150102,90023022,34
2020-09-01,2021,A0118150102,90023023,57
2020-09-01,2021,A0118150102,90023025,10
2020-09-01,2021,A0118150102,90023026,46
2020-09-01,2021,A0118150102,90023027,76
2020-09-01,2021,A0118150102,90023029,59
2020-09-01,2021,A0118150102,90023030,65
2020-09-01,2021,A0118150102,90024183,1
2020-09-01,2021,A0118150102,90025209,2
2020-09-01,2021,A0118150102,90026205,4
2020-09-01,2021,A0118150102,90027207,8
2020-09-01,2021,A0118150103,70002017,166
2020-09-01,2021,A0118150103,70002018,246
2020-09-01,2021,A0118150103,70003181,90
2020-09-01,2021,A0118150103,70003182,39
2020-09-01,2021,A0118150103,70004069,5
2020-09-01,2021,A0118150103,70004070,15
2020-09-01,2021,A0118150103,70005163,23
2020-09-01,2021,A0118150103,70006157,28
2020-09-01,2021,A0118150103,70006158,38
2020-09-01,2021,A0118150103,70007198,18
2020-09-01,2021,A0118150103,70007199,53
2020-09-01,2021,A0118150103,70008169,39
2020-09-01,2021,A0118150103,70008170,33
2020-09-01,2021,A0118150103,70009133,10
2020-09-01,2021,A0118150103,70009134,22
2020-09-01,2021,A0118150103,70010047,35
2020-09-01,2021,A0118150103,70011193,38
2020-09-01,2021,A0118150103,70011194,16
2020-09-01,2021,A0118150103,70012042,20
2020-09-01,2021,A0118150103,70012043,35
2020-09-01,2021,A0118150103,70013125,18
2020-09-01,2021,A0118150103,70013126,22
2020-09-01,2021,A0118150103,70014142,19
2020-09-01,2021,A0118150103,70014143,5
2020-09-01,2021,A0118150103,70015151,16
2020-09-01,2021,A0118150103,70016177,7
2020-09-01,2021,A0118150103,70016178,8
2020-09-01,2021,A0118150103,70018115,9
2020-09-01,2021,A0118150103,70022085,21
2020-09-01,2021,A0118150103,70023031,9
2020-09-01,2021,A0118150103,70026206,6
2020-09-01,2021,A0118150103,80001019,245
2020-09-01,2021,A0118150103,80006154,223
2020-09-01,2021,A0118150103,80006155,28
2020-09-01,2021,A0118150103,80007195,233
2020-09-01,2021,A0118150103,90001021,77
2020-09-01,2021,A0118150103,90002001,160
2020-09-01,2021,A0118150103,90002002,193
2020-09-01,2021,A0118150103,90002003,170
2020-09-01,2021,A0118150103,90002005,145
2020-09-01,2021,A0118150103,90002006,98
2020-09-01,2021,A0118150103,90002007,34
2020-09-01,2021,A0118150103,90002009,247
2020-09-01,2021,A0118150103,90002010,26
2020-09-01,2021,A0118150103,90002011,78
2020-09-01,2021,A0118150103,90002013,48
2020-09-01,2021,A0118150103,90002014,175
2020-09-01,2021,A0118150103,90002015,170
2020-09-01,2021,A0118150103,90003179,29
2020-09-01,2021,A0118150103,90004061,13
2020-09-01,2021,A0118150103,90004062,15
2020-09-01,2021,A0118150103,90004063,9
2020-09-01,2021,A0118150103,90004065,5
2020-09-01,2021,A0118150103,90004066,4
2020-09-01,2021,A0118150103,90004067,4
2020-09-01,2021,A0118150103,90005159,13
2020-09-01,2021,A0118150103,90005161,21
2020-09-01,2021,A0118150103,90005162,24
2020-09-01,2021,A0118150103,90006153,67
2020-09-01,2021,A0118150103,90007197,96
2020-09-01,2021,A0118150103,90008165,78
2020-09-01,2021,A0118150103,90008166,64
2020-09-01,2021,A0118150103,90008167,10
2020-09-01,2021,A0118150103,90009127,31
2020-09-01,2021,A0118150103,90009129,18
2020-09-01,2021,A0118150103,90009130,19
2020-09-01,2021,A0118150103,90009131,6
2020-09-01,2021,A0118150103,90010045,20
2020-09-01,2021,A0118150103,90010046,31
2020-09-01,2021,A0118150103,90011185,17
2020-09-01,2021,A0118150103,90011186,30
2020-09-01,2021,A0118150103,90011187,63
2020-09-01,2021,A0118150103,90011189,19
2020-09-01,2021,A0118150103,90011190,68
2020-09-01,2021,A0118150103,90011191,41
2020-09-01,2021,A0118150103,90012033,28
2020-09-01,2021,A0118150103,90012034,5
2020-09-01,2021,A0118150103,90012035,31
2020-09-01,2021,A0118150103,90012037,35
2020-09-01,2021,A0118150103,90012038,9
2020-09-01,2021,A0118150103,90012039,20
2020-09-01,2021,A0118150103,90012041,34
2020-09-01,2021,A0118150103,90013117,26
2020-09-01,2021,A0118150103,90013118,26
2020-09-01,2021,A0118150103,90013119,13
2020-09-01,2021,A0118150103,90013121,8
2020-09-01,2021,A0118150103,90013122,4
2020-09-01,2021,A0118150103,90013123,4
2020-09-01,2021,A0118150103,90014135,5
2020-09-01,2021,A0118150103,90014137,6
2020-09-01,2021,A0118150103,90014138,4
2020-09-01,2021,A0118150103,90014139,27
2020-09-01,2021,A0118150103,90014141,14
2020-09-01,2021,A0118150103,90015145,36
2020-09-01,2021,A0118150103,90015146,40
2020-09-01,2021,A0118150103,90015147,13
2020-09-01,2021,A0118150103,90015149,15
2020-09-01,2021,A0118150103,90015150,9
2020-09-01,2021,A0118150103,90016171,15
2020-09-01,2021,A0118150103,90016173,17
2020-09-01,2021,A0118150103,90016174,18
2020-09-01,2021,A0118150103,90016175,17
2020-09-01,2021,A0118150103,90017049,14
2020-09-01,2021,A0118150103,90017050,28
2020-09-01,2021,A0118150103,90017051,16
2020-09-01,2021,A0118150103,90017053,16
2020-09-01,2021,A0118150103,90017054,21
2020-09-01,2021,A0118150103,90017055,12
2020-09-01,2021,A0118150103,90017057,23
2020-09-01,2021,A0118150103,90017058,18
2020-09-01,2021,A0118150103,90017059,12
2020-09-01,2021,A0118150103,90018105,29
2020-09-01,2021,A0118150103,90018106,10
2020-09-01,2021,A0118150103,90018107,35
2020-09-01,2021,A0118150103,90018109,29
2020-09-01,2021,A0118150103,90018110,19
2020-09-01,2021,A0118150103,90018111,12
2020-09-01,2021,A0118150103,90018113,15
2020-09-01,2021,A0118150103,90018114,18
2020-09-01,2021,A0118150103,90019201,9
2020-09-01,2021,A0118150103,90019202,4
2020-09-01,2021,A0118150103,90019203,4
2020-09-01,2021,A0118150103,90020097,4
2020-09-01,2021,A0118150103,90020098,7
2020-09-01,2021,A0118150103,90020099,10
2020-09-01,2021,A0118150103,90020101,6
2020-09-01,2021,A0118150103,90020102,2
2020-09-01,2021,A0118150103,90020103,4
2020-09-01,2021,A0118150103,90021086,31
2020-09-01,2021,A0118150103,90021087,8
2020-09-01,2021,A0118150103,90021089,24
2020-09-01,2021,A0118150103,90021090,28
2020-09-01,2021,A0118150103,90021091,31
2020-09-01,2021,A0118150103,90021093,48
2020-09-01,2021,A0118150103,90021094,61
2020-09-01,2021,A0118150103,90021095,51
2020-09-01,2021,A0118150103,90022071,93
2020-09-01,2021,A0118150103,90022073,129
2020-09-01,2021,A0118150103,90022074,89
2020-09-01,2021,A0118150103,90022075,104
2020-09-01,2021,A0118150103,90022077,123
2020-09-01,2021,A0118150103,90022078,97
2020-09-01,2021,A0118150103,90022079,150
2020-09-01,2021,A0118150103,90022081,199
2020-09-01,2021,A0118150103,90022082,25
2020-09-01,2021,A0118150103,90022083,148
2020-09-01,2021,A0118150103,90023022,49
2020-09-01,2021,A0118150103,90023023,47
2020-09-01,2021,A0118150103,90023025,46
2020-09-01,2021,A0118150103,90023026,76
2020-09-01,2021,A0118150103,90023027,47
2020-09-01,2021,A0118150103,90023029,31
2020-09-01,2021,A0118150103,90023030,45
2020-09-01,2021,A0118150103,90024183,7
2020-09-01,2021,A0118150103,90025209,3
2020-09-01,2021,A0118150103,90026205,9
2020-09-01,2021,A0118150103,90027207,9
2020-09-01,2021,A0118150104,70002017,83
2020-09-01,2021,A0118150104,70002018,238
2020-09-01,2021,A0118150104,70003181,112
2020-09-01,2021,A0118150104,70003182,17
2020-09-01,2021,A0118150104,70004069,7
2020-09-01,2021,A0118150104,70004070,13
2020-09-01,2021,A0118150104,70005163,13
2020-09-01,2021,A0118150104,70006157,63
2020-09-01,2021,A0118150104,70006158,33
2020-09-01,2021,A0118150104,70007198,77
2020-09-01,2021,A0118150104,70007199,88
2020-09-01,2021,A0118150104,70008169,35
2020-09-01,2021,A0118150104,70008170,30
2020-09-01,2021,A0118150104,70009133,33
2020-09-01,2021,A0118150104,70009134,31
2020-09-01,2021,A0118150104,70010047,33
2020-09-01,2021,A0118150104,70011193,50
2020-09-01,2021,A0118150104,70011194,55
2020-09-01,2021,A0118150104,70012042,5
2020-09-01,2021,A0118150104,70012043,21
2020-09-01,2021,A0118150104,70013125,5
2020-09-01,2021,A0118150104,70013126,20
2020-09-01,2021,A0118150104,70014142,12
2020-09-01,2021,A0118150104,70014143,25
2020-09-01,2021,A0118150104,70015151,6
2020-09-01,2021,A0118150104,70016177,7
2020-09-01,2021,A0118150104,70016178,16
2020-09-01,2021,A0118150104,70018115,12
2020-09-01,2021,A0118150104,70022085,125
2020-09-01,2021,A0118150104,70023031,48
2020-09-01,2021,A0118150104,70026206,9
2020-09-01,2021,A0118150104,80001019,60
2020-09-01,2021,A0118150104,80006154,52
2020-09-01,2021,A0118150104,80006155,124
2020-09-01,2021,A0118150104,80007195,452
2020-09-01,2021,A0118150104,90001021,44
2020-09-01,2021,A0118150104,90002001,221
2020-09-01,2021,A0118150104,90002002,146
2020-09-01,2021,A0118150104,90002003,77
2020-09-01,2021,A0118150104,90002005,25
2020-09-01,2021,A0118150104,90002006,134
2020-09-01,2021,A0118150104,90002007,177
2020-09-01,2021,A0118150104,90002009,201
2020-09-01,2021,A0118150104,90002010,152
2020-09-01,2021,A0118150104,90002011,196
2020-09-01,2021,A0118150104,90002013,81
2020-09-01,2021,A0118150104,90002014,172
2020-09-01,2021,A0118150104,90002015,184
2020-09-01,2021,A0118150104,90003179,69
2020-09-01,2021,A0118150104,90004061,7
2020-09-01,2021,A0118150104,90004062,12
2020-09-01,2021,A0118150104,90004063,15
2020-09-01,2021,A0118150104,90004065,13
2020-09-01,2021,A0118150104,90004066,16
2020-09-01,2021,A0118150104,90004067,18
2020-09-01,2021,A0118150104,90005159,18
2020-09-01,2021,A0118150104,90005161,18
2020-09-01,2021,A0118150104,90005162,13
2020-09-01,2021,A0118150104,90006153,56
2020-09-01,2021,A0118150104,90007197,57
2020-09-01,2021,A0118150104,90008165,69
2020-09-01,2021,A0118150104,90008166,49
2020-09-01,2021,A0118150104,90008167,81
2020-09-01,2021,A0118150104,90009127,17
2020-09-01,2021,A0118150104,90009129,34
2020-09-01,2021,A0118150104,90009130,24
2020-09-01,2021,A0118150104,90009131,12
2020-09-01,2021,A0118150104,90010045,27
2020-09-01,2021,A0118150104,90010046,31
2020-09-01,2021,A0118150104,90011185,18
2020-09-01,2021,A0118150104,90011186,61
2020-09-01,2021,A0118150104,90011187,26
2020-09-01,2021,A0118150104,90011189,36
2020-09-01,2021,A0118150104,90011190,46
2020-09-01,2021,A0118150104,90011191,27
2020-09-01,2021,A0118150104,90012033,9
2020-09-01,2021,A0118150104,90012034,5
2020-09-01,2021,A0118150104,90012035,14
2020-09-01,2021,A0118150104,90012037,35
2020-09-01,2021,A0118150104,90012038,6
2020-09-01,2021,A0118150104,90012039,19
2020-09-01,2021,A0118150104,90012041,12
2020-09-01,2021,A0118150104,90013117,23
2020-09-01,2021,A0118150104,90013118,16
2020-09-01,2021,A0118150104,90013119,25
2020-09-01,2021,A0118150104,90013121,7
2020-09-01,2021,A0118150104,90013122,13
2020-09-01,2021,A0118150104,90013123,12
2020-09-01,2021,A0118150104,90014135,10
2020-09-01,2021,A0118150104,90014137,5
2020-09-01,2021,A0118150104,90014138,24
2020-09-01,2021,A0118150104,90014139,22
2020-09-01,2021,A0118150104,90014141,17
2020-09-01,2021,A0118150104,90015145,44
2020-09-01,2021,A0118150104,90015146,50
2020-09-01,2021,A0118150104,90015147,33
2020-09-01,2021,A0118150104,90015149,42
2020-09-01,2021,A0118150104,90015150,40
2020-09-01,2021,A0118150104,90016171,15
2020-09-01,2021,A0118150104,90016173,14
2020-09-01,2021,A0118150104,90016174,8
2020-09-01,2021,A0118150104,90016175,2
2020-09-01,2021,A0118150104,90017049,20
2020-09-01,2021,A0118150104,90017050,25
2020-09-01,2021,A0118150104,90017051,28
2020-09-01,2021,A0118150104,90017053,7
2020-09-01,2021,A0118150104,90017054,25
2020-09-01,2021,A0118150104,90017055,24
2020-09-01,2021,A0118150104,90017057,19
2020-09-01,2021,A0118150104,90017058,5
2020-09-01,2021,A0118150104,90017059,27
2020-09-01,2021,A0118150104,90018105,17
2020-09-01,2021,A0118150104,90018106,14
2020-09-01,2021,A0118150104,90018107,11
2020-09-01,2021,A0118150104,90018109,15
2020-09-01,2021,A0118150104,90018110,13
2020-09-01,2021,A0118150104,90018111,12
2020-09-01,2021,A0118150104,90018113,32
2020-09-01,2021,A0118150104,90018114,24
2020-09-01,2021,A0118150104,90019201,7
2020-09-01,2021,A0118150104,90019202,8
2020-09-01,2021,A0118150104,90019203,3
2020-09-01,2021,A0118150104,90020097,9
2020-09-01,2021,A0118150104,90020098,3
2020-09-01,2021,A0118150104,90020099,10
2020-09-01,2021,A0118150104,90020101,11
2020-09-01,2021,A0118150104,90020102,3
2020-09-01,2021,A0118150104,90020103,6
2020-09-01,2021,A0118150104,90021086,64
2020-09-01,2021,A0118150104,90021087,43
2020-09-01,2021,A0118150104,90021089,50
2020-09-01,2021,A0118150104,90021090,54
2020-09-01,2021,A0118150104,90021091,68
2020-09-01,2021,A0118150104,90021093,19
2020-09-01,2021,A0118150104,90021094,10
2020-09-01,2021,A0118150104,90021095,59
2020-09-01,2021,A0118150104,90022071,168
2020-09-01,2021,A0118150104,90022073,56
2020-09-01,2021,A0118150104,90022074,82
2020-09-01,2021,A0118150104,90022075,101
2020-09-01,2021,A0118150104,90022077,102
2020-09-01,2021,A0118150104,90022078,121
2020-09-01,2021,A0118150104,90022079,152
2020-09-01,2021,A0118150104,90022081,76
2020-09-01,2021,A0118150104,90022082,25
2020-09-01,2021,A0118150104,90022083,159
2020-09-01,2021,A0118150104,90023022,66
2020-09-01,2021,A0118150104,90023023,60
2020-09-01,2021,A0118150104,90023025,13
2020-09-01,2021,A0118150104,90023026,41
2020-09-01,2021,A0118150104,90023027,21
2020-09-01,2021,A0118150104,90023029,69
2020-09-01,2021,A0118150104,90023030,40
2020-09-01,2021,A0118150104,90024183,3
2020-09-01,2021,A0118150104,90025209,2
2020-09-01,2021,A0118150104,90026205,2
2020-09-01,2021,A0118150104,90027207,4
2020-09-01,2021,A0219150201,70002017,94
2020-09-01,2021,A0219150201,70002018,91
2020-09-01,2021,A0219150201,70003181,78
2020-09-01,2021,A0219150201,70003182,106
2020-09-01,2021,A0219150201,70004069,15
2020-09-01,2021,A0219150201,70004070,6
